gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
2nd Grade,39090,100071,East Valley School District (Yakima),2017-18,268
2nd Grade,39119,100231,Selah School District,2017-18,284
2nd Grade,39120,100137,Mabton School District,2017-18,73
2nd Grade,39200,100096,Grandview School District,2017-18,293
2nd Grade,39201,100260,Sunnyside School District,2017-18,507
2nd Grade,39202,100269,Toppenish School District,2017-18,305
2nd Grade,39203,100104,Highland School District,2017-18,90
2nd Grade,39204,100097,Granger School District,2017-18,118
2nd Grade,39205,100305,Zillah School District,2017-18,95
2nd Grade,39207,100284,Wapato School District,2017-18,239
2nd Grade,39208,100292,West Valley School District (Yakima),2017-18,346
2nd Grade,39209,100155,Mount Adams School District,2017-18,84
3rd Grade,,106175,,2017-18,102
3rd Grade,1,103300,Washington State,2017-18,"85,679"
3rd Grade,1520,102510,Challenge Elementary,2017-18,56
3rd Grade,1523,101228,Special Ed School,2017-18,1
3rd Grade,1558,102512,Unassigned School,2017-18,1
3rd Grade,1574,100517,Fir Grove Childrens Center,2017-18,4
3rd Grade,1579,100976,Tops K-8 School,2017-18,51
3rd Grade,1594,102882,Panorama School,2017-18,4
3rd Grade,1620,100990,Pathfinder K-8 School,2017-18,51
3rd Grade,1624,101458,Issaquah Special Services,2017-18,3
3rd Grade,1646,100587,49th Street Academy,2017-18,2
3rd Grade,1648,101319,Out Of District Facility,2017-18,1
3rd Grade,1658,101514,Discovery Community  School,2017-18,13
3rd Grade,1671,100510,District Run Home School,2017-18,1
3rd Grade,1685,102514,Maplewood Parent Coop,2017-18,57
3rd Grade,1687,101516,Explorer Community School,2017-18,15
3rd Grade,1688,101517,Emerson K-12,2017-18,2
3rd Grade,1699,101685,Odyssey Multiage Program,2017-18,12
3rd Grade,1708,100494,Sequim Community School,2017-18,8
3rd Grade,1712,102821,Continuous Curriculum School,2017-18,65
3rd Grade,1714,102560,Stillaguamish Valley Learning Center,2017-18,9
3rd Grade,1718,101741,Explorer Academy,2017-18,5
3rd Grade,1724,100952,PI Program,2017-18,3
3rd Grade,1730,102619,Snohomish Center,2017-18,2
3rd Grade,1733,101701,Pal Program,2017-18,2
3rd Grade,1742,100456,Valley Academy Of Learning,2017-18,21
3rd Grade,1744,102577,School Home Partnership Program,2017-18,2
3rd Grade,1749,101664,Bremerton Homelink Program,2017-18,5
3rd Grade,1751,101004,Cascade Parent Partnership Program,2017-18,22
3rd Grade,1753,102471,Homelink,2017-18,17
3rd Grade,1758,100918,Homeconnection,2017-18,29
3rd Grade,1759,101183,Internet Academy,2017-18,2
3rd Grade,1763,102871,Chewelah Alternative Educational Programs,2017-18,6
3rd Grade,1771,101484,Home Education Exchange,2017-18,17
3rd Grade,1777,102600,Sky Valley Education Center,2017-18,74
3rd Grade,1784,101322,H.O.M.E. Program,2017-18,16
3rd Grade,1796,101006,Salmon Bay K-8 School,2017-18,53
3rd Grade,1798,100961,OCEAN,2017-18,3
3rd Grade,1822,101307,Family Link,2017-18,6
3rd Grade,1836,100632,CAM Academy,2017-18,41
3rd Grade,1841,101689,Mosaic Home Education Partnership,2017-18,11
3rd Grade,1845,101964,Alternative Educational Experience,2017-18,2
3rd Grade,1848,102486,Special Services,2017-18,1
3rd Grade,1852,102855,Deer Park Home Link Program,2017-18,33
3rd Grade,1854,101404,PARADE,2017-18,7
3rd Grade,1858,102769,Mead Education Partnership Prog,2017-18,34
3rd Grade,1862,102578,Marysville Coop Program,2017-18,25
3rd Grade,1875,100633,Homelink River,2017-18,69
3rd Grade,1882,102214,Special Education Services/relife,2017-18,1
3rd Grade,1892,102341,OASIS K-12,2017-18,40
3rd Grade,1897,100474,Special Education,2017-18,1
3rd Grade,1898,103913,Republic Parent Partner,2017-18,7
3rd Grade,1904,103822,Parent Partnership,2017-18,8
3rd Grade,1907,103847,Port Gardner,2017-18,7
3rd Grade,1910,103817,Marysville SD Special,2017-18,2
3rd Grade,1915,103852,Special Ed School,2017-18,1
3rd Grade,1919,103818,Independent Scholar,2017-18,5
3rd Grade,1922,103816,Loon Lake Homelink Program,2017-18,15
3rd Grade,1926,103833,Home Choice Academy,2017-18,17
3rd Grade,1932,103825,Columbia Virtual Academy,2017-18,36
3rd Grade,1939,103862,Bainbridge Special Education Services,2017-18,1
3rd Grade,1941,103866,Mid-Columbia Parent Partnership,2017-18,26
3rd Grade,1942,103876,Cascade K-8 Community School,2017-18,29
3rd Grade,1951,103878,Support School,2017-18,6
3rd Grade,1964,103921,Spokane Valley Learning Academy,2017-18,5
3rd Grade,1966,103929,Edmonds Heights K-12,2017-18,31
3rd Grade,1983,103970,Lynden Academy,2017-18,16
3rd Grade,1986,103974,Muckleshoot Tribal School,2017-18,39
3rd Grade,1992,103984,Skagit Academy,2017-18,27
3rd Grade,2001,100404,Special Programs,2017-18,2
3rd Grade,2006,100745,Curlew Elem & High School,2017-18,8
3rd Grade,2010,100905,Satsop Elementary,2017-18,13
3rd Grade,2026,101702,Poulsbo Elementary School,2017-18,91
3rd Grade,2036,102096,Larchmont,2017-18,63
3rd Grade,2040,102023,Anderson Island Elementary,2017-18,4
3rd Grade,2049,102868,Onion Creek Elementary,2017-18,3
3rd Grade,2052,103130,Tekoa Elementary School,2017-18,12
3rd Grade,2056,102687,Holmes Elementary,2017-18,52
3rd Grade,2061,101036,Green Lake Elementary School,2017-18,81
3rd Grade,2062,102906,Northport Elementary School,2017-18,7
3rd Grade,2063,101037,John Hay Elementary School,2017-18,74
3rd Grade,2065,102436,Garfield Elementary School,2017-18,66
3rd Grade,2067,103051,Roosevelt Elementary School,2017-18,73
3rd Grade,2069,101038,Madrona K-5 School,2017-18,39
3rd Grade,2070,101039,Beacon Hill International School,2017-18,75
3rd Grade,2073,102622,Machias Elementary,2017-18,74
3rd Grade,2074,103012,Berney Elementary School,2017-18,81
3rd Grade,2077,101762,Damman Elementary,2017-18,3
3rd Grade,2078,103013,Green Park Elementary School,2017-18,77
3rd Grade,2080,101041,Stevens Elementary School,2017-18,35
3rd Grade,2081,101042,John Stanford International School,2017-18,70
3rd Grade,2083,102100,Washington Elementary,2017-18,74
3rd Grade,2086,102688,Roosevelt Elementary,2017-18,78
3rd Grade,2087,103125,Lacrosse Elementary School,2017-18,4
3rd Grade,2089,101044,Martin Luther King Jr. Elementary School,2017-18,47
3rd Grade,2090,101045,Frantz Coe Elementary School,2017-18,91
3rd Grade,2092,101047,Whittier Elementary School,2017-18,73
3rd Grade,2094,102102,Blix Elementary,2017-18,87
3rd Grade,2096,102689,Regal Elementary,2017-18,63
3rd Grade,2097,102751,Great Northern Elementary,2017-18,7
3rd Grade,2103,102104,Jefferson,2017-18,56
3rd Grade,2108,102691,Stevens Elementary,2017-18,66
3rd Grade,2109,102692,Willard Elementary,2017-18,76
3rd Grade,2110,102693,Sheridan Elementary,2017-18,47
3rd Grade,2111,102694,Jefferson Elementary,2017-18,72
3rd Grade,2113,102784,Opportunity Elementary,2017-18,98
3rd Grade,2114,103025,Davis Elementary,2017-18,113
3rd Grade,2115,103150,Steptoe Elementary School,2017-18,4
3rd Grade,2118,101049,Emerson Elementary School,2017-18,36
3rd Grade,2120,101051,Van Asselt Elementary School,2017-18,83
3rd Grade,2121,101052,Leschi Elementary School,2017-18,59
3rd Grade,2123,101053,Greenwood Elementary School,2017-18,65
3rd Grade,2127,102695,Franklin Elementary,2017-18,74
3rd Grade,2128,102696,Audubon Elementary,2017-18,53
3rd Grade,2129,102697,Cooper Elementary,2017-18,72
3rd Grade,2133,100386,Paterson Elementary School,2017-18,16
3rd Grade,2135,100660,Starbuck School,2017-18,3
3rd Grade,2136,100747,Orient Elem,2017-18,4
3rd Grade,2138,101054,Adams Elementary School,2017-18,90
3rd Grade,2139,101055,Gatewood Elementary School,2017-18,56
3rd Grade,2141,101056,Thurgood Marshall Elementary,2017-18,121
3rd Grade,2142,101057,West Woodland Elementary School,2017-18,103
3rd Grade,2143,101058,John Muir Elementary School,2017-18,66
3rd Grade,2144,101254,Mount View Elementary,2017-18,102
3rd Grade,2145,101906,Grapeview Elementary & Middle School,2017-18,32
3rd Grade,2148,102105,Franklin,2017-18,36
3rd Grade,2155,102698,Bemiss Elementary,2017-18,72
3rd Grade,2156,102699,Adams Elementary,2017-18,50
3rd Grade,2157,102785,Greenacres Elementary,2017-18,104
3rd Grade,2159,103014,Prospect Point Elementary,2017-18,83
3rd Grade,2160,103029,Touchet Elem & High School,2017-18,18
3rd Grade,2161,100740,Waterville Elementary,2017-18,24
3rd Grade,2167,102106,Fern Hill,2017-18,54
3rd Grade,2168,102107,Sheridan,2017-18,89
3rd Grade,2169,102108,Point Defiance,2017-18,76
3rd Grade,2173,102856,Arcadia Elementary,2017-18,134
3rd Grade,2175,103053,Silver Beach Elementary School,2017-18,76
3rd Grade,2176,103176,Garfield Elementary School,2017-18,83
3rd Grade,2177,103177,Mckinley Elementary School,2017-18,77
3rd Grade,2181,101061,Alki Elementary School,2017-18,75
3rd Grade,2183,101063,Lawton Elementary School,2017-18,69
3rd Grade,2185,101486,Lake Forest Park Elementary,2017-18,82
3rd Grade,2189,102217,Park Lodge Elementary School,2017-18,82
3rd Grade,2190,102322,Elk Ridge Elementary,2017-18,59
3rd Grade,2191,102701,Whitman Elementary,2017-18,83
3rd Grade,2196,100425,Manson Elementary,2017-18,51
3rd Grade,2199,101064,Concord International School,2017-18,75
3rd Grade,2201,101066,McGilvra Elementary School,2017-18,45
3rd Grade,2205,102314,Eatonville Elementary School,2017-18,62
3rd Grade,2207,103154,Endicott/St John Elem and Middle,2017-18,4
3rd Grade,2209,101068,Broadview-Thomson K-8 School,2017-18,70
3rd Grade,2218,102702,Browne Elementary,2017-18,65
3rd Grade,2222,101447,Fall City Elementary,2017-18,98
3rd Grade,2223,102174,University Place Primary,2017-18,106
3rd Grade,2225,103054,Lowell Elementary School,2017-18,43
3rd Grade,2227,101834,Adna Elementary School,2017-18,55
3rd Grade,2229,102646,Sultan Elementary School,2017-18,83
3rd Grade,2233,100738,Mansfield Elem and High School,2017-18,6
3rd Grade,2244,101869,Edison Elementary,2017-18,79
3rd Grade,2247,102113,Northeast Tacoma,2017-18,60
3rd Grade,2251,101794,Centerville Elementary,2017-18,13
3rd Grade,2252,102114,Manitou Park,2017-18,71
3rd Grade,2256,101076,Olympic View Elementary School,2017-18,90
3rd Grade,2257,102268,Collins Elementary,2017-18,64
3rd Grade,2258,102703,Hutton Elementary,2017-18,83
3rd Grade,2260,102914,McKenna Elementary,2017-18,64
3rd Grade,2262,103056,Geneva Elementary School,2017-18,84
3rd Grade,2263,103076,Beach Elem,2017-18,5
3rd Grade,2269,101077,Highland Park Elementary School,2017-18,51
3rd Grade,2275,102115,Roosevelt,2017-18,44
3rd Grade,2278,103006,Dixie Elementary School,2017-18,2
3rd Grade,2279,100460,Lewis And Clark Elementary Sch,2017-18,81
3rd Grade,2287,101448,North Bend Elementary School,2017-18,83
3rd Grade,2288,101449,Snoqualmie Elementary,2017-18,102
3rd Grade,2289,101522,Redmond Elementary,2017-18,146
3rd Grade,2290,101838,Winlock Miller Elementary,2017-18,62
3rd Grade,2292,102008,North River School,2017-18,8
3rd Grade,2296,102704,Wilson Elementary,2017-18,51
3rd Grade,2297,102902,Springdale Elementary,2017-18,38
3rd Grade,2301,100461,Columbia Elementary School,2017-18,88
3rd Grade,2307,101081,Bailey Gatzert Elementary School,2017-18,52
3rd Grade,2310,101935,Hood Canal Elementary School,2017-18,41
3rd Grade,2311,102039,Stewart Elementary,2017-18,44
3rd Grade,2312,102705,Finch Elementary,2017-18,84
3rd Grade,2318,100522,Lincoln Elementary School,2017-18,50
3rd Grade,2319,100664,Kessler Elementary School,2017-18,47
3rd Grade,2321,101082,Dunlap Elementary School,2017-18,40
3rd Grade,2322,101083,Montlake Elementary School,2017-18,46
3rd Grade,2326,101413,Washington Elementary School,2017-18,88
3rd Grade,2328,101784,Cle Elum Roslyn Elementary,2017-18,79
3rd Grade,2334,102040,Meeker Elementary,2017-18,63
3rd Grade,2336,102118,Lyon,2017-18,59
3rd Grade,2340,103863,Midland Elementary,2017-18,92
3rd Grade,2341,102754,Nine Mile Falls Elementary,2017-18,25
3rd Grade,2342,102961,Lincoln Elementary School,2017-18,49
3rd Grade,2345,103230,Mcclure Elementary School,2017-18,104
3rd Grade,2347,100462,Mission View Elementary School,2017-18,92
3rd Grade,2353,101085,Maple Elementary School,2017-18,97
3rd Grade,2355,101825,Evaline Elementary School,2017-18,6
3rd Grade,2358,102121,Stanley,2017-18,44
3rd Grade,2360,102205,Orting Primary School,2017-18,117
3rd Grade,2361,102316,Weyerhaeuser Elementary,2017-18,53
3rd Grade,2365,103057,Columbia Elementary School,2017-18,47
3rd Grade,2368,100477,Jefferson Elementary,2017-18,38
3rd Grade,2369,100665,Columbia Valley Garden Elem Schl,2017-18,69
3rd Grade,2370,100666,Saint Helens Elementary,2017-18,51
3rd Grade,2372,101087,Bryant Elementary School,2017-18,94
3rd Grade,2379,102367,Edison Elementary,2017-18,50
3rd Grade,2380,102378,Central Elementary School,2017-18,72
3rd Grade,2381,102706,Arlington Elementary,2017-18,92
3rd Grade,2385,102909,Kettle Falls Elementary School,2017-18,76
3rd Grade,2387,103058,Sunnyland Elementary School,2017-18,45
3rd Grade,2396,101960,Pateros Elementary,2017-18,18
3rd Grade,2398,102270,Central Avenue Elementary,2017-18,72
3rd Grade,2399,102289,Spanaway Elementary,2017-18,70
3rd Grade,2401,102707,Libby Center,2017-18,5
3rd Grade,2405,102880,Valley School,2017-18,19
3rd Grade,2406,102989,Griffin School,2017-18,82
3rd Grade,2418,101257,Des Moines Elementary,2017-18,44
3rd Grade,2422,101975,Oroville Elementary,2017-18,50
3rd Grade,2431,103060,Birchwood Elementary School,2017-18,61
3rd Grade,2433,103182,Ridgeview Elementary,2017-18,114
3rd Grade,2437,101093,Laurelhurst Elementary School,2017-18,61
3rd Grade,2439,101325,Bryn Mawr Elementary School,2017-18,90
3rd Grade,2442,101858,R E Bennett Elementary,2017-18,196
3rd Grade,2448,102962,Garfield Elementary School,2017-18,62
3rd Grade,2449,100861,McDermoth Elementary,2017-18,51
3rd Grade,2450,101094,Daniel Bagley Elementary School,2017-18,73
3rd Grade,2458,103077,Central Elementary,2017-18,62
3rd Grade,2462,101096,Loyal Heights Elementary School,2017-18,57
3rd Grade,2466,102170,Carbonado Historical School 19,2017-18,19
3rd Grade,2469,103238,Outlook Elementary School,2017-18,116
3rd Grade,2472,100849,Wilson Creek Elementary,2017-18,12
3rd Grade,2474,100949,Quilcene High And Elementary,2017-18,11
3rd Grade,2480,102889,Loon Lake Elementary School,2017-18,22
3rd Grade,2484,100574,Green Mountain School,2017-18,21
3rd Grade,2485,101405,Carnation Elementary School,2017-18,74
3rd Grade,2487,102963,Boston Harbor Elementary,2017-18,29
3rd Grade,2489,103111,Sumas Elementary,2017-18,36
3rd Grade,2491,100945,Queets-Clearwater Elementary,2017-18,4
3rd Grade,2494,101938,Nespelem Elementary,2017-18,17
3rd Grade,2495,102041,Waller Road Elementary,2017-18,54
3rd Grade,2496,102042,Firgrove Elementary,2017-18,98
3rd Grade,2497,102043,Spinning Elementary,2017-18,53
3rd Grade,2498,102044,Maplewood Elementary,2017-18,66
3rd Grade,2502,100724,Palisades Elementary School,2017-18,4
3rd Grade,2505,103286,Wide Hollow Elementary,2017-18,89
3rd Grade,2506,103298,Harrah Elementary School,2017-18,87
3rd Grade,2507,100354,Asotin Elementary,2017-18,38
3rd Grade,2509,100579,Hathaway Elementary,2017-18,48
3rd Grade,2512,101349,Skykomish Elementary School,2017-18,8
3rd Grade,2514,101766,Thorp Elem & Jr Sr High,2017-18,17
3rd Grade,2516,101842,Boistfort Elem,2017-18,12
3rd Grade,2519,102045,Woodland Elementary,2017-18,94
3rd Grade,2520,102351,Friday Harbor Elementary School,2017-18,57
3rd Grade,2521,102379,Big Lake Elementary School,2017-18,47
3rd Grade,2522,102400,La Conner Elementary,2017-18,40
3rd Grade,2525,102863,Chattaroy Elementary,2017-18,37
3rd Grade,2528,103016,Edison Elementary School,2017-18,75
3rd Grade,2529,103184,Roosevelt Elementary School,2017-18,82
3rd Grade,2530,103209,Moxee Elementary,2017-18,83
3rd Grade,2539,101951,Grainger Elementary,2017-18,58
3rd Grade,2543,102290,Roy Elementary,2017-18,57
3rd Grade,2545,102440,Silver Lake Elementary,2017-18,122
3rd Grade,2546,102605,Maltby Elementary,2017-18,76
3rd Grade,2549,103832,Wellpinit Elementary School,2017-18,40
3rd Grade,2552,102947,Michael T Simmons Elementary,2017-18,112
3rd Grade,2558,100569,La Center Elementary,2017-18,121
3rd Grade,2562,100720,Bridgeport Elementary,2017-18,61
3rd Grade,2563,100726,Rock Island Elementary,2017-18,42
3rd Grade,2565,101571,Meridian Elementary School,2017-18,76
3rd Grade,2569,101779,Kittitas Elementary School,2017-18,51
3rd Grade,2572,101827,Mossyrock Elementary School,2017-18,46
3rd Grade,2576,102291,Clover Creek Elementary,2017-18,133
3rd Grade,2577,102358,Concrete Elementary,2017-18,42
